ISO,FILENAME,MEAN_VALUE
DOM,a2,0.0
DOM,h1,100.0
DOM,t4,0.0
DOM,h5,100.0
DOM,cr1,5.0
DOM,h6,
DOM,h4,100.0
DOM,t1,100.0
MDA,h3,100.0
MDA,t5,0.0
MDA,t3,0.0
MDA,t2,0.0
MDA,a3,0.0
MDA,cr2,36.0
MDA,cr4,36.0
MDA,p2,100.0
MDA,a1,100.0
MDA,t6,0.0
MDA,h2,100.0
MDA,cv5b,12.0
MDA,a2,0.0
MDA,h1,100.0
MDA,t4,0.0
MDA,h5,100.0
MDA,cr1,5.0
MDA,h6,
MDA,h4,100.0
MDA,t1,100.0
DJI,h3,100.0
DJI,t5,0.0
DJI,t3,0.0
DJI,t2,0.0
DJI,a3,0.0
DJI,cr2,5.0
DJI,cr4,11.0
DJI,p2,100.0
DJI,a1,100.0
DJI,t6,0.0
DJI,h2,100.0
DJI,cv5b,12.0
DJI,a2,0.0
DJI,h1,100.0
DJI,t4,0.0
DJI,h5,100.0
DJI,cr1,5.0
DJI,h6,
DJI,h4,100.0
DJI,t1,100.0
QAT,h3,100.0
QAT,t5,0.0
QAT,t3,0.0
QAT,t2,0.0
QAT,a3,0.0
QAT,cr2,10.0
QAT,cr4,22.0
QAT,p2,100.0
QAT,a1,100.0
QAT,t6,0.0
QAT,h2,100.0
QAT,cv5b,12.0
QAT,a2,0.0
QAT,h1,100.0
QAT,t4,0.0
QAT,h5,100.0
QAT,cr1,5.0
QAT,h6,
QAT,h4,100.0
QAT,t1,100.0
REU,h3,100.0
REU,t5,0.0
REU,t3,0.0
REU,t2,0.0
REU,a3,0.0
REU,cr2,
REU,cr4,
REU,p2,100.0
REU,a1,100.0
REU,t6,0.0
REU,h2,100.0
REU,cv5b,12.0
REU,a2,0.0
REU,h1,100.0
REU,t4,0.0
REU,h5,100.0
REU,cr1,
REU,h6,
REU,h4,100.0
REU,t1,100.0
KWT,h3,100.0
KWT,t5,0.0
KWT,t3,0.0
KWT,t2,0.0
KWT,a3,0.0
KWT,cr2,10.0
KWT,cr4,22.0
KWT,p2,100.0
KWT,a1,100.0
KWT,t6,0.0
KWT,h2,100.0
KWT,cv5b,12.0
KWT,a2,0.0
KWT,h1,100.0
KWT,t4,0.0
KWT,h5,100.0
KWT,cr1,5.0
KWT,h6,
KWT,h4,100.0
KWT,t1,100.0
BRN,h3,100.0
BRN,t5,0.0
BRN,t3,0.0
BRN,t2,0.0
BRN,a3,0.0
BRN,cr2,10.0
BRN,cr4,10.0
BRN,p2,100.0
BRN,a1,100.0
BRN,t6,0.0
BRN,h2,100.0
BRN,cv5b,12.0
BRN,a2,0.0
BRN,h1,100.0
BRN,t4,0.0
BRN,h5,100.0
BRN,cr1,5.0
BRN,h6,
BRN,h4,100.0
BRN,t1,100.0
MYS,h3,100.0
MYS,t5,0.0
MYS,t3,0.0
MYS,t2,0.0
MYS,a3,0.0
MYS,cr2,33.0
MYS,cr4,33.0
MYS,p2,100.0
MYS,a1,100.0
MYS,t6,0.0
MYS,h2,100.0
MYS,cv5b,12.0
MYS,a2,0.0
MYS,h1,100.0
MYS,t4,0.0
MYS,h5,100.0
MYS,cr1,5.0
MYS,h6,
MYS,h4,100.0
MYS,t1,100.0
THA,h3,100.0
THA,t5,0.0
THA,t3,0.0
THA,t2,0.0
THA,a3,0.0
THA,cr2,33.0
THA,cr4,33.0
THA,p2,100.0
THA,a1,100.0
THA,t6,0.0
THA,h2,100.0
THA,cv5b,12.0
THA,a2,0.0
THA,h1,100.0
THA,t4,0.0
THA,h5,100.0
THA,cr1,5.0
THA,h6,
THA,h4,100.0
THA,t1,100.0
TGO,h3,100.0
TGO,t5,0.0
TGO,t3,0.0
TGO,t2,0.0
TGO,a3,0.0
TGO,cr2,5.0
TGO,cr4,11.0
TGO,p2,100.0
TGO,a1,100.0
TGO,t6,0.0
TGO,h2,100.0
TGO,cv5b,12.0
TGO,a2,0.0
TGO,h1,100.0
TGO,t4,0.0
TGO,h5,100.0
TGO,cr1,5.0
TGO,h6,
TGO,h4,100.0
TGO,t1,100.0
CAF,h3,100.0
CAF,t5,0.0
CAF,t3,0.0
CAF,t2,0.0
CAF,a3,0.0
CAF,cr2,5.0
CAF,cr4,11.0
CAF,p2,100.0
CAF,a1,100.0
CAF,t6,0.0
CAF,h2,100.0
CAF,cv5b,12.0
CAF,a2,0.0
CAF,h1,100.0
CAF,t4,0.0
CAF,h5,100.0
CAF,cr1,5.0
CAF,h6,
CAF,h4,100.0
CAF,t1,100.0
BGR,h3,100.0
BGR,t5,0.0
BGR,t3,0.0
BGR,t2,0.0
BGR,a3,0.0
BGR,cr2,36.0
BGR,cr4,36.0
BGR,p2,100.0
BGR,a1,100.0
BGR,t6,0.0
BGR,h2,100.0
BGR,cv5b,12.0
BGR,a2,0.0
BGR,h1,100.0
BGR,t4,0.0
BGR,h5,100.0
BGR,cr1,5.0
BGR,h6,
BGR,h4,100.0
BGR,t1,100.0
BHR,h3,100.0
BHR,t5,0.0
BHR,t3,0.0
BHR,t2,0.0
BHR,a3,0.0
BHR,cr2,10.0
BHR,cr4,22.0
BHR,p2,100.0
BHR,a1,100.0
BHR,t6,0.0
BHR,h2,100.0
BHR,cv5b,12.0
BHR,a2,0.0
BHR,h1,100.0
BHR,t4,0.0
BHR,h5,100.0
BHR,cr1,5.0
BHR,h6,
BHR,h4,100.0
BHR,t1,100.0
FJI,h3,100.0
FJI,t5,0.0
FJI,t3,0.0
FJI,t2,0.0
FJI,a3,0.0
FJI,cr2,5.0
FJI,cr4,11.0
FJI,p2,100.0
FJI,a1,100.0
FJI,t6,0.0
FJI,h2,100.0
FJI,cv5b,12.0
FJI,a2,0.0
FJI,h1,100.0
FJI,t4,0.0
FJI,h5,100.0
FJI,cr1,5.0
FJI,h6,
FJI,h4,100.0
FJI,t1,100.0
VEN,h3,100.0
VEN,t5,0.0
VEN,t3,0.0
VEN,t2,0.0
VEN,a3,0.0
VEN,cr2,10.0
VEN,cr4,22.0
VEN,p2,100.0
VEN,a1,100.0
VEN,t6,0.0
VEN,h2,100.0
VEN,cv5b,12.0
VEN,a2,0.0
VEN,h1,100.0
VEN,t4,0.0
VEN,h5,100.0
VEN,cr1,5.0
VEN,h6,
VEN,h4,100.0
VEN,t1,100.0
GNQ,h3,100.0
GNQ,t5,0.0
GNQ,t3,0.0
GNQ,t2,0.0
GNQ,a3,0.0
GNQ,cr2,5.0
GNQ,cr4,11.0
GNQ,p2,100.0
GNQ,a1,100.0
GNQ,t6,0.0
GNQ,h2,100.0
GNQ,cv5b,12.0
GNQ,a2,0.0
GNQ,h1,100.0
GNQ,t4,0.0
GNQ,h5,100.0
GNQ,cr1,5.0
GNQ,h6,
GNQ,h4,100.0
GNQ,t1,100.0
BWA,h3,100.0
BWA,t5,0.0
BWA,t3,0.0
BWA,t2,0.0
BWA,a3,0.0
BWA,cr2,5.0
BWA,cr4,11.0
BWA,p2,100.0
BWA,a1,100.0
BWA,t6,0.0
BWA,h2,100.0
BWA,cv5b,12.0
BWA,a2,0.0
BWA,h1,100.0
BWA,t4,0.0
BWA,h5,100.0
BWA,cr1,5.0
BWA,h6,
BWA,h4,100.0
BWA,t1,100.0
SSD,h3,100.0
SSD,t5,0.0
SSD,t3,0.0
SSD,t2,0.0
SSD,a3,0.0
SSD,cr2,5.0
SSD,cr4,11.0
SSD,p2,100.0
SSD,a1,100.0
SSD,t6,0.0
SSD,h2,100.0
SSD,cv5b,12.0
SSD,a2,0.0
SSD,h1,100.0
SSD,t4,0.0
SSD,h5,100.0
SSD,cr1,5.0
SSD,h6,
SSD,h4,100.0
SSD,t1,100.0
NLD,h3,100.0
NLD,t5,0.0
NLD,t3,0.0
NLD,t2,0.0
NLD,a3,0.0
NLD,cr2,72.0
NLD,cr4,72.0
NLD,p2,100.0
NLD,a1,100.0
NLD,t6,0.0
NLD,h2,100.0
NLD,cv5b,12.0
NLD,a2,0.0
NLD,h1,100.0
NLD,t4,0.0
NLD,h5,100.0
NLD,cr1,5.0
NLD,h6,
NLD,h4,100.0
NLD,t1,100.0
AUT,h3,100.0
AUT,t5,0.0
AUT,t3,0.0
AUT,t2,0.0
AUT,a3,0.0
AUT,cr2,72.0
AUT,cr4,72.0
AUT,p2,100.0
AUT,a1,100.0
AUT,t6,0.0
AUT,h2,100.0
AUT,cv5b,12.0
AUT,a2,0.0
AUT,h1,100.0
AUT,t4,0.0
AUT,h5,100.0
AUT,cr1,5.0
AUT,h6,
AUT,h4,100.0
AUT,t1,100.0
AGO,h3,100.0
AGO,t5,0.0
AGO,t3,0.0
AGO,t2,0.0
AGO,a3,0.0
AGO,cr2,5.0
AGO,cr4,11.0
AGO,p2,100.0
AGO,a1,100.0
AGO,t6,0.0
AGO,h2,100.0
AGO,cv5b,12.0
AGO,a2,0.0
AGO,h1,100.0
AGO,t4,0.0
AGO,h5,100.0
AGO,cr1,5.0
AGO,h6,
AGO,h4,100.0
AGO,t1,100.0
DZA,h3,100.0
DZA,t5,0.0
DZA,t3,0.0
DZA,t2,0.0
DZA,a3,0.0
DZA,cr2,10.0
DZA,cr4,22.0
DZA,p2,100.0
DZA,a1,100.0
DZA,t6,0.0
DZA,h2,100.0
DZA,cv5b,12.0
DZA,a2,0.0
DZA,h1,100.0
DZA,t4,0.0
DZA,h5,100.0
DZA,cr1,5.0
DZA,h6,
DZA,h4,100.0
DZA,t1,100.0
MKD,h3,100.0
MKD,t5,0.0
MKD,t3,0.0
MKD,t2,0.0
MKD,a3,0.0
MKD,cr2,36.0
MKD,cr4,36.0
MKD,p2,100.0
MKD,a1,100.0
MKD,t6,0.0
MKD,h2,100.0
MKD,cv5b,12.0
MKD,a2,0.0
MKD,h1,100.0
MKD,t4,0.0
MKD,h5,100.0
MKD,cr1,5.0
MKD,h6,
MKD,h4,100.0
MKD,t1,100.0
HRV,h3,100.0
HRV,t5,0.0
HRV,t3,0.0
HRV,t2,0.0
HRV,a3,0.0
HRV,cr2,36.0
HRV,cr4,36.0
HRV,p2,100.0
HRV,a1,100.0
HRV,t6,0.0
HRV,h2,100.0
HRV,cv5b,12.0
HRV,a2,0.0
HRV,h1,100.0
HRV,t4,0.0
HRV,h5,100.0
HRV,cr1,5.0
HRV,h6,
HRV,h4,100.0
HRV,t1,100.0
MUS,h3,100.0
MUS,t5,0.0
MUS,t3,0.0
MUS,t2,0.0
MUS,a3,0.0
MUS,cr2,5.0
MUS,cr4,11.0
MUS,p2,100.0
MUS,a1,100.0
MUS,t6,0.0
MUS,h2,100.0
MUS,cv5b,12.0
MUS,a2,0.0
MUS,h1,100.0
MUS,t4,0.0
MUS,h5,100.0
MUS,cr1,5.0
MUS,h6,
MUS,h4,100.0
MUS,t1,100.0
BOL,h3,100.0
BOL,t5,0.0
BOL,t3,0.0
BOL,t2,0.0
BOL,a3,0.0
BOL,cr2,10.0
BOL,cr4,22.0
BOL,p2,100.0
BOL,a1,100.0
BOL,t6,0.0
BOL,h2,100.0
BOL,cv5b,12.0
BOL,a2,0.0
BOL,h1,100.0
BOL,t4,0.0
BOL,h5,100.0
BOL,cr1,5.0
BOL,h6,
BOL,h4,100.0
BOL,t1,100.0
BDI,h3,100.0
BDI,t5,0.0
BDI,t3,0.0
BDI,t2,0.0
BDI,a3,0.0
BDI,cr2,5.0
BDI,cr4,11.0
BDI,p2,100.0
BDI,a1,100.0
BDI,t6,0.0
BDI,h2,100.0
BDI,cv5b,12.0
BDI,a2,0.0
BDI,h1,100.0
BDI,t4,0.0
BDI,h5,100.0
BDI,cr1,5.0
BDI,h6,
BDI,h4,100.0
BDI,t1,100.0
ISL,h3,100.0
ISL,t5,0.0
ISL,t3,0.0
ISL,t2,0.0
ISL,a3,0.0
ISL,cr2,72.0
ISL,cr4,72.0
ISL,p2,100.0
ISL,a1,100.0
ISL,t6,0.0
ISL,h2,100.0
ISL,cv5b,12.0
ISL,a2,0.0
ISL,h1,100.0
ISL,t4,0.0
ISL,h5,100.0
ISL,cr1,5.0
ISL,h6,
ISL,h4,100.0
ISL,t1,100.0
PHL,h3,100.0
PHL,t5,0.0
PHL,t3,0.0
PHL,t2,0.0
PHL,a3,0.0
PHL,cr2,33.0
PHL,cr4,33.0
PHL,p2,100.0
PHL,a1,100.0
PHL,t6,0.0
PHL,h2,100.0
PHL,cv5b,12.0
PHL,a2,0.0
PHL,h1,100.0
PHL,t4,0.0
PHL,h5,100.0
PHL,cr1,5.0
PHL,h6,
PHL,h4,100.0
PHL,t1,100.0
BLR,h3,100.0
BLR,t5,0.0
BLR,t3,0.0
BLR,t2,0.0
BLR,a3,0.0
BLR,cr2,36.0
BLR,cr4,36.0
BLR,p2,100.0
BLR,a1,100.0
BLR,t6,0.0
BLR,h2,100.0
BLR,cv5b,12.0
BLR,a2,0.0
BLR,h1,100.0
BLR,t4,0.0
BLR,h5,100.0
BLR,cr1,5.0
BLR,h6,
BLR,h4,100.0
BLR,t1,100.0
CZE,h3,100.0
CZE,t5,0.0
CZE,t3,0.0
CZE,t2,0.0
CZE,a3,0.0
CZE,cr2,36.0
CZE,cr4,36.0
CZE,p2,100.0
CZE,a1,100.0
CZE,t6,0.0
CZE,h2,100.0
CZE,cv5b,12.0
CZE,a2,0.0
CZE,h1,100.0
CZE,t4,0.0
CZE,h5,100.0
CZE,cr1,5.0
CZE,h6,
CZE,h4,100.0
CZE,t1,100.0
PRT,h3,100.0
PRT,t5,0.0
PRT,t3,0.0
PRT,t2,0.0
PRT,a3,0.0
PRT,cr2,72.0
PRT,cr4,72.0
PRT,p2,100.0
PRT,a1,100.0
PRT,t6,0.0
PRT,h2,100.0
PRT,cv5b,12.0
PRT,a2,0.0
PRT,h1,100.0
PRT,t4,0.0
PRT,h5,100.0
PRT,cr1,5.0
PRT,h6,
PRT,h4,100.0
PRT,t1,100.0
TLS,h3,100.0
TLS,t5,0.0
TLS,t3,0.0
TLS,t2,0.0
TLS,a3,0.0
TLS,cr2,33.0
TLS,cr4,33.0
TLS,p2,100.0
TLS,a1,100.0
TLS,t6,0.0
TLS,h2,100.0
TLS,cv5b,12.0
TLS,a2,0.0
TLS,h1,100.0
TLS,t4,0.0
TLS,h5,100.0
TLS,cr1,5.0
TLS,h6,
TLS,h4,100.0
TLS,t1,100.0
NZL,h3,100.0
NZL,t5,0.0
NZL,t3,0.0
NZL,t2,0.0
NZL,a3,0.0
NZL,cr2,72.0
NZL,cr4,72.0
NZL,p2,100.0
NZL,a1,100.0
NZL,t6,0.0
NZL,h2,100.0
NZL,cv5b,12.0
NZL,a2,0.0
NZL,h1,100.0
NZL,t4,0.0
NZL,h5,100.0
NZL,cr1,5.0
NZL,h6,
NZL,h4,100.0
NZL,t1,100.0
SLE,h3,100.0
SLE,t5,0.0
SLE,t3,0.0
SLE,t2,0.0
SLE,a3,0.0
SLE,cr2,5.0
SLE,cr4,11.0
SLE,p2,100.0
SLE,a1,100.0
SLE,t6,0.0
SLE,h2,100.0
SLE,cv5b,12.0
SLE,a2,0.0
SLE,h1,100.0
SLE,t4,0.0
SLE,h5,100.0
SLE,cr1,5.0
SLE,h6,
SLE,h4,100.0
SLE,t1,100.0
IRN,h3,100.0
IRN,t5,0.0
IRN,t3,0.0
IRN,t2,0.0
IRN,a3,0.0
IRN,cr2,10.0
IRN,cr4,22.0
IRN,p2,100.0
IRN,a1,100.0
IRN,t6,0.0
IRN,h2,100.0
IRN,cv5b,12.0
IRN,a2,0.0
IRN,h1,100.0
IRN,t4,0.0
IRN,h5,100.0
IRN,cr1,5.0
IRN,h6,
IRN,h4,100.0
IRN,t1,100.0
GMB,h3,100.0
GMB,t5,0.0
GMB,t3,0.0
GMB,t2,0.0
GMB,a3,0.0
GMB,cr2,5.0
GMB,cr4,11.0
GMB,p2,100.0
GMB,a1,100.0
GMB,t6,0.0
GMB,h2,100.0
GMB,cv5b,12.0
GMB,a2,0.0
GMB,h1,100.0
GMB,t4,0.0
GMB,h5,100.0
GMB,cr1,5.0
GMB,h6,
GMB,h4,100.0
GMB,t1,100.0
HND,h3,100.0
HND,t5,0.0
HND,t3,0.0
HND,t2,0.0
HND,a3,0.0
HND,cr2,10.0
HND,cr4,22.0
HND,p2,100.0
HND,a1,100.0
HND,t6,0.0
HND,h2,100.0
HND,cv5b,12.0
HND,a2,0.0
HND,h1,100.0
HND,t4,0.0
HND,h5,100.0
HND,cr1,5.0
HND,h6,
HND,h4,100.0
HND,t1,100.0
COM,h3,100.0
COM,t5,0.0
COM,t3,0.0
COM,t2,0.0
COM,a3,0.0
COM,cr2,5.0
COM,cr4,11.0
COM,p2,100.0
COM,a1,100.0
COM,t6,0.0
COM,h2,100.0
COM,cv5b,12.0
COM,a2,0.0
COM,h1,100.0
COM,t4,0.0
COM,h5,100.0
COM,cr1,5.0
COM,h6,
COM,h4,100.0
COM,t1,100.0
WSM,h3,100.0
WSM,t5,0.0
WSM,t3,0.0
WSM,t2,0.0
WSM,a3,0.0
WSM,cr2,5.0
WSM,cr4,11.0
WSM,p2,100.0
WSM,a1,100.0
WSM,t6,0.0
WSM,h2,100.0
WSM,cv5b,12.0
WSM,a2,0.0
WSM,h1,100.0
WSM,t4,0.0
WSM,h5,100.0
WSM,cr1,5.0
WSM,h6,
WSM,h4,100.0
WSM,t1,100.0
KHM,h3,100.0
KHM,t5,0.0
KHM,t3,0.0
KHM,t2,0.0
KHM,a3,0.0
KHM,cr2,33.0
KHM,cr4,33.0
KHM,p2,100.0
KHM,a1,100.0
KHM,t6,0.0
KHM,h2,100.0
KHM,cv5b,12.0
KHM,a2,0.0
KHM,h1,100.0
KHM,t4,0.0
KHM,h5,100.0
KHM,cr1,5.0
KHM,h6,
KHM,h4,100.0
KHM,t1,100.0
PRK,h3,100.0
PRK,t5,0.0
PRK,t3,0.0
PRK,t2,0.0
PRK,a3,0.0
PRK,cr2,33.0
PRK,cr4,33.0
PRK,p2,100.0
PRK,a1,100.0
PRK,t6,0.0
PRK,h2,100.0
PRK,cv5b,12.0
PRK,a2,0.0
PRK,h1,100.0
PRK,t4,0.0
PRK,h5,100.0
PRK,cr1,5.0
PRK,h6,
PRK,h4,100.0
PRK,t1,100.0
ALB,h3,5.0
ALB,t5,5.0
ALB,t3,5.0
ALB,t2,5.0
ALB,a3,5.0
ALB,cr2,5.0
ALB,cr4,5.0
ALB,p2,5.0
ALB,a1,5.0
ALB,t6,5.0
ALB,h2,5.0
ALB,cv5b,5.0
ALB,a2,5.0
ALB,h1,5.0
ALB,t4,5.0
ALB,h5,5.0
ALB,cr1,5.0
ALB,h6,
ALB,h4,5.0
ALB,t1,5.0
